URL,listing_id,type,building,district,neighborhood,price,beds,baths,surface,prop_area,lat,long,highlights,condition,purpose,desc,completion,furnishing,amenities,added_on
"https://www.bayut.com/property/details-5939102.html
",5939102,residential-plots,,Al Furjan,Al Furjan West,1600000,,[0],6498,603.68395392,25.022824213042,55.130474587988,G+1 Villa plot close to upcoming comm cntr,any,Buy,"GRATE LOCATION - CLOSE TO SCHOOL, MOSQUE AND THE UPCOMING NAKHEEL COMMUNITY CENTERG+1 VILLA PLOT - AL FURJANSIZE: 6498 SQ. FTFULLY PAIDSELLING PRICE: AED. 1,600,000 A superb opportunity to purchase a Residential plot located in Al Furjan West community. Al Furjan community is a vibrant residential development located between Sheikh Zayed Road and Mohammed bin Zayed Road, adjacent to the Discovery Gardens community and is accessible from Yalayis Street and Al Asayel Street-Community Amenities- Mosque- Outdoor sports- Community retail center- Common areas/landscaped gardens- Schools- Comunity parks underwayFairfield Real Estate Broker LLC, established in 2008 in Dubai, UAE. Fairfield provides professional, informative, loyal, and dedicated service to our clients, be they buyers, sellers, landlords, or tenants. Fairfield prides itself on clarity and Transparency and will remain our main service objectives. We strongly believe in building trust through professionalism. It is this dedication that has led to the development of long-term relationships with numerous repeat and long term clients.",Ready,,"['Kids Play Area', 'Freehold']","May 10, 2022"
"https://www.bayut.com/property/details-5939102.html
",5939102,residential-plots,,Al Furjan,Al Furjan West,1600000,,[0],6498,603.68395392,25.022824213042,55.130474587988,G+1 Villa plot close to upcoming comm cntr,any,Buy,"GRATE LOCATION - CLOSE TO SCHOOL, MOSQUE AND THE UPCOMING NAKHEEL COMMUNITY CENTERG+1 VILLA PLOT - AL FURJANSIZE: 6498 SQ. FTFULLY PAIDSELLING PRICE: AED. 1,600,000 A superb opportunity to purchase a Residential plot located in Al Furjan West community. Al Furjan community is a vibrant residential development located between Sheikh Zayed Road and Mohammed bin Zayed Road, adjacent to the Discovery Gardens community and is accessible from Yalayis Street and Al Asayel Street-Community Amenities- Mosque- Outdoor sports- Community retail center- Common areas/landscaped gardens- Schools- Comunity parks underwayFairfield Real Estate Broker LLC, established in 2008 in Dubai, UAE. Fairfield provides professional, informative, loyal, and dedicated service to our clients, be they buyers, sellers, landlords, or tenants. Fairfield prides itself on clarity and Transparency and will remain our main service objectives. We strongly believe in building trust through professionalism. It is this dedication that has led to the development of long-term relationships with numerous repeat and long term clients.",Ready,,"['Kids Play Area', 'Freehold']","May 10, 2022"
"https://www.bayut.com/property/details-4806529.html
",4806529,residential-plots,,Pearl Jumeirah,Nikki Beach Resort & Spa Dubai,7000000,,[0],9288,862.88343552,25.245613,55.256285,Single Row | Corner Plot | Freehold |Multiple Options,any,Buy,"Dynasty Real Estate presents Luxury Plots In Pearl Jumeirah is home to Nikki Beach Resort, and is the finest location for expats to buy freehold lands to build custom villas:Property Benefits:Freehold Land 0.7 FAR No limitation on Basement Size No Construction Time Limit No Service FeeBuild Custom Villa of your choiceBeach accessCommunity Center Mosque Centrally Located in heart of the city5 mins away from La Mer Luxury Resort, Nikki Beach on Same IslandSquare Plots. We have multiple great options. Call Naveen Ayani on ",Ready,,"['Flooring', 'Freehold']","October 5, 2020"
"https://www.bayut.com/property/details-4806528.html
",4806528,residential-plots,,Pearl Jumeirah,Nikki Beach Resort & Spa Dubai,6750000,,[0],9300,863.998272,25.245613,55.256285,Best  Deal | Multiple Options Available,any,Buy,"Dynasty Real Estate presents Luxury Plots In Pearl Jumeirah is home to Nikki Beach Resort, and is the finest location for expats to buy freehold lands to build custom villas:Property benefits:Freehold Land 0.7 FAR No limitation on Basement Size No Construction Time Limit No Service FeeBuild Custom Villa of your choiceBeach AccessCommunity Center Mosque Centrally Located in heart of the City5 mins Away From La Mer Luxurious Resort, Nikki Beach is on the Same IslandSquare Plot. We do have multiple options. Call Naveen Ayani on ",Ready,,"['Flooring', 'Freehold']","October 5, 2020"
"https://www.bayut.com/property/details-5902678.html
",5902678,residential-plots,,DAMAC Hills 2 (Akoya by DAMAC),Mulberry,490000,,[0],1881.0000000000002,174.75061824000002,24.989885999514,55.394502255135,Build Your 4BR Villa Immediately| Freehold,any,Buy,"Aaronz & Co is delighted to present to this Residential Ground+1 Plot for sale in a ready community in Mulberry at Akoya Oxygen 2, Dubai. PROPERTY ATTRIBUTES:- Ground +1 Plot- Ready community- Size: 1,882 sq ftPROJECT HIGHLIGHTS:Introducing Damac master planned Mulberry Cluster in Dubai’s most desired destination Akoya Oxygen which offers plots, luxury villas and townhouses. Villa types Plot in a tranquil peace of living amidst greenery and seclusion. It gives investors the chance to buy a plot of land, sizes available up to ",Ready,,"['Swimming Pool', 'Flooring', 'Jacuzzi', 'Centrally Air-Conditioned', 'Centrally Air-Conditioned', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Day Care Center', 'Kids Play Area', 'Conference Room', 'Security Staff', 'Intercom', 'Freehold']","April 20, 2022"
"https://www.bayut.com/property/details-5930176.html
",5930176,offplan-residential-plots,,Meydan City,Meydan Racecourse Villas,15000000,,[0],25317.000000000004,2352.0262636800003,25.15869,55.302922,Residential | 25K Plot | G + 2 | Freehold,any,Buy,Residential | 25K Plot | G + 2 | Freehold- Reference: L,Off-Plan,,[],"May 6, 2022"
"https://www.bayut.com/property/details-5916817.html
",5916817,residential-plots,,Business Bay,Al Abraj Street,72000000,,[0],32500,3019.3488,25.185737,55.274241,Direct Plot on the Canal in Business bay,any,Buy,"Plot in business bay direct on the canal Plot area 32500 Sqft GFA 162000 Sqft G+19 floor Commercial: Retail Hospitality: Hotel. Hotel apartmentsResidential: ApartmentsPrice 72MStraddling Dubai Creek, Business Bay is a contemporary financial district packed with corporate high-rises, stylish apartments buildings, and swanky hotels. Dubai Water Canal has jogging and cycling tracks plus a colorful mechanical waterfall. Mid-priced stores fill Bay Avenue mall, along with family-friendly dining options. Smart waterside restaurants serve Lebanese dishes, Asian street snacks, and high-end seafood.",Ready,,[],"April 26, 2022"
"https://www.bayut.com/property/details-5909031.html
",5909031,residential-plots,,Palm Jumeirah,The Crescent,109000000,,[0],112300,10433.011392,25.124783,55.153324,THE BEST PLOT IN THE PALM JUMEIRAH @ THE CRESCENT,any,Buy,"The best and last vacant plot available in the Crescent, Palm Jumeirah for sale.   Approval for hotel or residential tower construction.   Currently, G+7 is allowed and can get additional 2 floors and also additional GFA up to 200,000/ sq. ft.   The investor, who will buy this land can get at least 100% margin if develop and sell a residential project. I am active in the UAE Real Estate Market since 2002, when the freehold market was opened up for the first time.  Specialized in big ticket deals and bulk deals like sale/purchase/lease of schools/nurseries, hospitals/clinics/pharmacies, hotels/hotel apartments/restaurants, plots, residential and commercial buildings.  Specifically handling bulk deal options from developers or building owners with assured returns/ rental returns, payment plans for ready properties, etc. Tied up with almost all developers of UAE to sell their properties.  Done many roadshows to sell the Dubai's properties and Indian properties to the NRIs in UAE. Specialized mortgage specialist having 16 years of experience in HDFC Ltd",Ready,,[],"April 22, 2022"
"https://www.bayut.com/property/details-5887244.html
",5887244,residential-plots,,Jumeirah,Jumeirah Bay Islands,225000000,,[0],50000,4645.152,25.213961,55.23667,DOUBLE LV | MANSION PLOT | PRIME VIEW,any,Buy," Jumeirah Bay Island plot specialist is pleased to present to market this double freehold large villa plot facing the sea. The plot area is 50,000 sqft. This location offers spectacular unobstructed sea views for ultimate privacy. All plots in the project are handed over and ready to build. They come with high-end living facilities & amenities that only Jumeirah Bay can offer as the 1st project of its scale, and only one of its kind in the Middle East.  Amazing location 50,000 sqft. double LV plot Can be merged to build one large mansionCan fit a large garden and pool area Sea view Burj Al Arab viewBeach access Freehold G+1 (with optional basement) Private and gated community Direct access to Jumeirah Beach Road AED 225,000,000Work with a Jumeira Bay Island specialist Freehold plots in Jumeirah Bay Island are classed as some of the most premium on offer: stunning views, excellent location, private island resort, shared with the world-class Bvlgari Resort & Residences development. This exclusive island houses 127 villa plots that have been sold out by the developer. This is an extremely unique project which is high in demand, with low and controlled supply. This pristine site is one of the most sought-after locations in Dubai. For more information, call Lena on ",Ready,,[],"April 13, 2022"
"https://www.bayut.com/property/details-5873379.html
",5873379,residential-plots,,Al Barsha,Al Barsha South,16500000,,[0],19682,1828.5176332800002,25.076256120152,55.230765044744,Large Plot for Sale in Al Barsha South,any,Buy,"Brought to you by Driven Properties, this Land Residential is located in Al Barsha South 4, Al Barsha. Plot Details:- Usage: Mix used Commercial & Residential/Hotel- G+4P+ 16- 30% G. F. A Retail- Total G. F. A 14136 m²- Plot Area: 19,680 Sqft. - Corner plot- Selling price: AED 16,500,000/- AEDFeatures:- View of Landmark- Shopping mall- Public transportThis assorted residential neighborhood, located in the heart of Dubai is one of the most popular destinations in the city. due to the excellent service offered by this locality like schools, health facilities, shopping centers and amazing restaurants. ''Call our Business Bay office for more information or viewing on ",Ready,,[],"April 7, 2022"
