URL,listing_id,type,building,district,neighborhood,price,beds,baths,surface,prop_area,lat,long,highlights,condition,purpose,desc,completion,furnishing,amenities,added_on
"https://www.bayut.com/property/details-5905979.html
",5905979,penthouse,,Culture Village,Palazzo Versace,16000000,4,[4],6552,608.70071808,25.227242,55.342072,Stunning 4 bed Penthouse I Vacant I Private pool,any,Buy,"fam Properties is proud to present this stunning penthouse located in Palazzo Versace Dubai , vacant and fully furnished .   Central A/C  Covered Parking  SecurityThe Palazzo Versace Resort is the central land mark project of Culture Village , featuring 215 hotel rooms and 169 condominiums. Developed on a 130,000 sq. meter land parcel by Enshaa, this luxury project has 1 - 6 bedroom condominiums with access to the hotel's services. ¶ Property Features: * Built In Wardrobes* Kitchen Appliances* Balcony* Landmark view* Fitted* Furnished* Investment Property* Gated Community* Air Conditioning* Fitness Centre♣fam Properties  Contact Us - ",Ready,Furnished,"['Furnished', 'Balcony or Terrace', 'Maids Room', 'Swimming Pool', 'Furnished', 'Study Room', 'Balcony or Terrace', 'Swimming Pool', 'Lawn or Garden', 'Maids Room']","April 21, 2022"
"https://www.bayut.com/property/details-5905979.html
",5905979,penthouse,,Culture Village,Palazzo Versace,16000000,4,[4],6552,608.70071808,25.227242,55.342072,Stunning 4 bed Penthouse I Vacant I Private pool,any,Buy,"fam Properties is proud to present this stunning penthouse located in Palazzo Versace Dubai , vacant and fully furnished .   Central A/C  Covered Parking  SecurityThe Palazzo Versace Resort is the central land mark project of Culture Village , featuring 215 hotel rooms and 169 condominiums. Developed on a 130,000 sq. meter land parcel by Enshaa, this luxury project has 1 - 6 bedroom condominiums with access to the hotel's services. ¶ Property Features: * Built In Wardrobes* Kitchen Appliances* Balcony* Landmark view* Fitted* Furnished* Investment Property* Gated Community* Air Conditioning* Fitness Centre♣fam Properties  Contact Us - ",Ready,Furnished,"['Furnished', 'Balcony or Terrace', 'Maids Room', 'Swimming Pool', 'Furnished', 'Study Room', 'Balcony or Terrace', 'Swimming Pool', 'Lawn or Garden', 'Maids Room']","April 21, 2022"
"https://www.bayut.com/property/details-5868173.html
",5868173,penthouse,The Jewel Tower A,Dubai Marina,The Jewels,4200000,3,[5],4529,420.75786816000004,25.071654,55.129716,Full  Marina View | 2 Huge Terrace | Spacious,any,Buy,"Altitude is proud to offer you this 3 bedrooms penthouse on mid-floor  with stunning full  Marina View. Selling Price: 4,200,000/-AED  Built-up Area 4,529 sqft. -G+1 Amazing Penthouse-3 bedrooms duplex- With Private Jacuzzi-plus Maid's room-5 Bathrooms-Built-in Wardrobes-Closed  Kitchen fully fitted-Kitchen Equipped-2 Huge Terrace  with open view stunning  -Full Marina View-Next to beach-Gym-Swimming PoolJewels is all  about amazing  view's and modern facilities. -1 Parking Basement-High-speed elevators-Centralize A/C-24/7 Security (ensure the safety of Resident)-A large state of the  ART-Gym-2 large swimming pool-Pool Kids-Sauna Room-Other amenities include a children's play area/nursery that will cater to the needs of your young ones-24-hour concierge services-Reputed maintenance experts also take care of the building’s upkeep. For  more information please contact us;Property Consultant: Emeka  MMobile Number:  ",Ready,Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 2', 'Maids Room', 'Swimming Pool', 'Parking Spaces: 2', 'Centrally Air-Conditioned', 'Central Heating', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Service Elevators', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Waste Disposal', 'Maintenance Staff', 'Conference Room', 'Security Staff', 'CCTV Security', 'Satellite/Cable TV', 'ATM Facility', '24 Hours Concierge', 'Maids Room', 'View']","April 5, 2022"
"https://www.bayut.com/property/details-5871514.html
",5871514,penthouse,,Dubai Marina,23 Marina,8750000,4,[4],5644,524.34475776,25.089767351636,55.150803923607,Duplex Penthouse | Vacant | Full Palm View,any,Buy,"Duplex Penthouse | Vacant | Full Palm Viewhaus & haus is proud to present to you this 4 bedroom penthouse, set over 2 floors. Benefits include, an internal lift, terrace pool, full sea views, 2 maids room and a utility space. This modern upgraded property is 5,644 sq. ft and has 4 en-suite bathrooms. This will make the perfect home and will be vacant on transfer. Call Ellie (BRN: 47596) ",Ready,,"['Balcony or Terrace', 'Parking Spaces', 'Electricity Backup', 'Centrally Air-Conditioned', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 6', 'Service Elevators', 'Completion Year: 2010', 'Facilities for Disabled', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']","April 6, 2022"
"https://www.bayut.com/property/details-5634707.html
",5634707,penthouse,,Dubai Marina,Botanica Tower,5880000,5,[5],3851.0000000000005,357.76960704000004,25.085145,55.142411,Upgraded | Penthouse | Panoramic Sea View,any,Buy,Upgraded | Penthouse | Panoramic Sea View- Reference: DUB,Ready,Unfurnished,"['Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Total Floors: 36', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Completion Year: 2010', 'Total Floors: 36', 'Swimming Pool', 'Jacuzzi', 'Waste Disposal', 'Security Staff', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'View']","January 7, 2022"
"https://www.bayut.com/property/details-5635480.html
",5635480,penthouse,Al Bateen Towers,Jumeirah Beach Residence (JBR),The Walk,8950000,4,[5],2944.0000000000005,273.50654976000004,25.072621365655,55.127983689308,Unrivalled Views | Fully Renovated | Penthouse,any,Buy,Stunning fully upgraded penthouse located on the highest floor with unrivaled views. - Rare Penthouse. - Fully Renovated. - High-End Kitchen. - 4 Bedrooms Plus Maids. - 2994 Sq Ft. - Larger Living Area Than Other Penthouse. - Vacant On Transfer Option. - Panoramic Skyline and Sea Views. - Balcony. - Private Beach Access. - 2 Parking Spaces. - Call Daniel Heywood on ,Ready,Unfurnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Intercom']","January 7, 2022"
"https://www.bayut.com/property/details-5520583.html
",5520583,penthouse,,Dubai Marina,Marina Crown,5598999,5,[7],5458,507.06479232000004,25.089967,55.148283,Stunning Sea View | High Floor | VOT,any,Buy,"Luxliving Real Estate is delighted to offer this High-end stunning view 5 bedroom plus maids penthouse at Marina Crown tower Dubai Marina. This Ideal family-oriented tower is conveniently located on one of the most beautiful man-made islands Dubai Marina which is one of the busiest localities in Dubai. This Half floor Pent-house features 5 Large bedrooms plus maids, 2 sitting rooms plus dining and 3 large storage areas. The neighborhood offers a wide range of dining, shopping and entertainment options.   Details: * 5 Bedroom plus maids* 7 Bathrooms * BUA: 5,458.21 sqft area* Full Stunning Sea View* Balcony* Walking distance to metro station and Dubai Tram* Equipped kitchen* Gym, swimming pool, sauna and a spa* Reserved parking spaces*Round-the-clock security and maintenance services. * VOT  Call our community expert today to book a viewing. We specialize in sales, leasing, portfolio management, investment, and advisory services to our clients for more info email us at ",Ready,Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Business Center', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Maids Room']","November 14, 2021"
"https://www.bayut.com/property/details-5543308.html
",5543308,penthouse,,Dubai Marina,5242 Towers,6650000,4,[5],3201.0000000000005,297.38263104000004,25.071367,55.124955,Full Sea View | High Floor| 1 of 1,any,Buy,"We at AlHadproperties are realty experts offering an array of exemplary services that will be of great advantage to the homebuyers who are on the lookout for the right project that matches their expectations in every way possible. By offering free consultancy services, it makes itself accessible to a large section of people who require expert guidance. The dedicated relationship manager at the helm of affairs will constantly attend to the various queries posed by the customers. Their priorities will continue to be the organization’s biggest goalBest deal in the market:-Full Sea View - Maid Room- Huge terrace - All Rooms has full sea view - Panoramic View -  Size : 3,201 sqft- Brand new building - High floor - Sea view and blue water - Huge Terrace - Perfect Location - Indoor Parking Building Facilities : Barbeque AreaKids Play AreaLawn or GardenGym or Health ClubJacuzziSaunaSteam RoomSwimming PoolBalcony or TerraceSecurity StaffCCTV SecurityFreeholdPet Policy (Allowed)About 52|42:Nestled in one of the most sought after residential areas in Dubai, 52|42 rises majestically high. The two towers, of 52 and 42 floors, host a total of 260 and 162 luxury residential units respectively, with an additional 44 apartments located on the podium level. As with all its other projects, Emaar strove for an iconic and unique façade when designing the two towers. The architectural form is inspired by a nautical theme and is brought out through its sleek ship-like silhouette and flowing aerodynamic lines. Experience life by the sea like never before. Surround yourself with amazing views. At the towers, all units enjoy spectacular panoramic views of Dubai Marina, Palm Jumeirah, and the beautiful Arabian Sea, not to mention the spectacular Downtown Dubai skyline in the distance. While a breathtaking sea view delights residents by day, an equally enchanting scene enthralls them by night, when Dubai Marina grandly lights up.",Ready,Unfurnished,"['Balcony or Terrace', 'Swimming Pool', 'Floor', 'Jacuzzi', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Security Staff', 'CCTV Security', 'Floor', 'View', 'Freehold']","November 23, 2021"
"https://www.bayut.com/property/details-5767319.html
",5767319,penthouse,,Dubai Marina,Elite Residence,4499999,4,[6],3211,298.31166144,25.089626,55.148014,Must See | Sea View | Family Oriented Tower,any,Buy,"LuxLiving Real Estate is delighted to offer this panoramic sea view, beautiful layout, quarter floor, 4 bedroom plus maids penthouse in the prestigious Elite Residence, Dubai Marina. Elite Residence, Dubai Marina is one of the most sought-after residential buildings in the marina. It is a perfect area for people seeking a city and beach lifestyle, with a prominent neighborhood that is easily accessible. This community boasts an array of high-end restaurants, cafs and entertainment options. Located at the fringe of Dubai Marina, Elite Residence is a 92 -storey skyscraper ascending high in the sky. * 4 Bedrooms* BUA: 3,211.31 sqft area* 5 Bathrooms * Full sea view* Unfurnished * Walk-in wardrobes* Spacious balcony with a spectacular view* Fully fitted kitchen * 24-Hours concierge and security* 1 Parking space* Tenanted Call our community expert Bella today to book a viewing. We specialize in sales, leasing, portfolio management, investment, and advisory services to our clients for more info email us at ",Ready,,"['Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Swimming Pool', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 12', 'Completion Year: 2010', 'Prayer Room', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Day Care Center', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Maids Room']","February 24, 2022"
"https://www.bayut.com/property/details-5928945.html
",5928945,penthouse,,Business Bay,Volante Tower,25000000,2,[3],5039,468.13841856000005,25.182527,55.271628,Exquisite Penthouse Designed Around Works of Art,any,Buy,"Volante is undoubtedly one of Dubai’s most prestigious residences, and this magnificent waterfront penthouse certainly delivers the ultra-luxury living expected of such an elite address. A front-row panorama of Dubai Water Canal and Downtown Dubai skyline can be enjoyed from the balcony, two coveted locations that offer a unique balance between cosmopolitan bustle and waterfront serenity. Remodeled to showcase an international collection of art, this sprawling 5,039 sq. ft. interior has been curated with meticulous attention and an unmatched eye for design. Much like an art gallery, the penthouse furniture, walls and inbuilt lighting are impeccably positioned to frame and elevate works of art, balancing elegant minimalism with whimsical touches of texture and shape. The home is a perfect match for art collectors and exceptionally well-suited to contemporary Scandinavian decor, complemented by a blend of wood, neutral colours and open concept spaces. These themes carry into both bedrooms and their respective ensuite bathrooms, resulting in a light and calming ambience. Much like the functional art furniture, this two-bedroom masterpiece contains concealed maid’s quarters with direct access to a prep kitchen. This design feature is particularly beneficial when hosting dinners, though Volante offers residents the option of chef-prepared meals delivered to their dinner table. High-end amenities include The Spa, a wellness sanctuary comprising a fitness centre with TechnoGym equipment, treatment suites, a sauna, steam room and a la carte services. Steps away is a terrace overlooking the canal with a 25-metre infinity pool, a sunken fire pit sitting area, a BBQ station and more. The Lounge serves as a multifunctional zone for daily use; between the coffee bar, conference room and cinema, residents are provided options for work and leisure.",Ready,,"['Balcony or Terrace', 'Swimming Pool', 'Sauna', 'Steam Room', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room', 'Barbeque Area', 'Cafeteria or Canteen', 'Broadband Internet']","May 6, 2022"
